1. Forasmuch as many have taken in hand to set forth in order a declaration of those things which are most surely believed among us,	επειδηπερ πολλοι επεχειρησαν αναταξασθαι διηγησιν περι των πεπληροφορημενων εν ημιν πραγματων	epeideper polloi epecheiresan anataxasthai diegesin peri ton peplerophoremenon en emin pragmaton	Luk|1|1|
40. And after that they durst not ask Him any question at all.	ουκετι γαρ ετολμων επερωταν αυτον ουδεν.	ouketi gar etolmon eperotan auton ouden.	Luk|20|40|

41. And He said unto them, How say they that The Christ is [Davidís DV->36] son?	ειπε δε προς αυτους πως λεγουσι τον χριστον υιονι δαυιδ εινα	eipe de pros autous pos legousi ton christon uioni dauid eina	Luk|20|41|

42. And [David DV->37] himself saith in the book of Psalms, The Lord said unto my Lord, Sit Thou on My right,	και αυτος δαυιδ λεγει εν βιβλω ψαλμων ειπεν ο κυριος τω κυριω μου καθου εκ δεξιων μου	kai autos dauid legei en biblo psalmon eipen o kurios to kurio mou kathou ek dexion mou	Luk|20|42|

43. Till I make Thine enemies Thy footstool.	εως αν θω τους εχθρους σου υποποδιον των ποδων σου.	eos an tho tous echthrous sou upopodion ton podon sou.	Luk|20|43|

44. [David DV->38] therefore calleth him Lord, how is He then his Son?	δαυιδ ουν κυριον αυτον καλει και πως υιος αυτου εστιν	dauid oun kurion auton kalei kai pos uios autou estin	Luk|20|44|

45. Then in the audience of all the people He said unto His disciples,	ακουοντος δε παντος του λαου ειπε τοις μαθηταις αυτου	akouontos de pantos tou laou eipe tois mathetais autou	Luk|20|45|

46. Beware of the scribes, which desire to walk in long robes, and love greetings in the markets, and the highest seats in the synagogues, and the chief rooms at feasts;	προσεχετε απο των γραμματεων των θελοντων περιπατειν εν στολαις και φιλουντων ασπασμους εν ταις αγοραις και πρωτοκαθεδριας εν ταις συναγωγαις και πρωτοκλισιας εν τοις δειπνοις	prosechete apo ton grammateon ton thelonton peripatein en stolais kai philounton aspasmous en tais agorais kai protokathedrias en tais sunagogais kai protoklisias en tois deipnois	Luk|20|46|

47. Which devour widowsí houses, and for a shew make long prayers: the same shall receive greater condemnation.	οι κατεσθιουσι τας οικιας των χηρων και προφασει μακρα προσευχονται ουτοι ληψονται περισσοτερον κριμα.	oi katesthiousi tas oikias ton cheron kai prophasei makra proseuchontai outoi lepsontai perissoteron krima.	Luk|20|47|

1. And He looked up, and saw the rich men casting their gifts into the treasury.	αναβλεψας δε ειδε τους βαλλοντας τα δωρα αυτων εις το γαζοφυλακιον πλουσιους	anablepsas de eide tous ballontas ta dora auton eis to gazophulakion plousious	Luk|21|1|

2. And He saw also a certain poor widow casting in thither two mites.	ειδε δε τινα χηραν πενιχραν βαλλουσαν εκει δυο λεπτα	eide de tina cheran penichran ballousan ekei duo lepta	Luk|21|2|

3. And He said, Of a truth I say unto you, that this poor widow hath cast in more than they all:	και ειπεν αληθως λεγω υμιν οτι η χηρα η πτωχη αυτη πλειον παντων εβαλεν	kai eipen alethos lego umin oti e chera e ptoche aute pleion panton ebalen	Luk|21|3|

4. For all these have of their abundance cast in unto the offerings of God: but she of her penury hath cast in all the living that she had.	παντες γαρ ουτοι εκ του περισσευοντος αυτοις εβαλον εις τα δωρα του θεου αυτη δε εκ του υστερηματος αυτης απαντα τον βιον ον ειχεν εβαλε.	pantes gar outoi ek tou perisseuontos autois ebalon eis ta dora tou theou aute de ek tou usterematos autes apanta ton bion on eichen ebale.	Luk|21|4|

5. And as some spake of The Temple, how it was adorned with goodly stones and gifts, He said,	και τινων λεγοντων περι του ιερου οτι λιθοις καλοις και αναθημασι κεκοσμηται ειπε	kai tinon legonton peri tou ierou oti lithois kalois kai anathemasi kekosmetai eipe	Luk|21|5|

6. As for these things which ye behold, the days will come, in the which there shall not be left one stone upon another, that shall not be thrown down.	ταυτα α θεωρειτε ελευσονται ημεραι εν αις ουκ αφεθησεται λιθος επι λιθω ος ου καταλυθησεται.	tauta a theoreite eleusontai emerai en ais ouk aphethesetai lithos epi litho os ou kataluthesetai.	Luk|21|6|

7. And they asked Him, saying, Teacher, but when shall these things be? and what sign will there be when these things shall come to pass?	επηρωτησαν δε αυτον λεγοντες διδασκαλε ποτε ουν ταυτα εσται και τι το σημειον οταν μελλη ταυτα γινεσθαι	eperotesan de auton legontes didaskale pote oun tauta estai kai ti to semeion otan melle tauta ginesthai	Luk|21|7|

8. And He said, Take heed that ye be not deceived: for many shall come in My [Name NM.A->37 NM.C->6 NM.D->22], saying, [I AM IA->7] ~; and the time draweth near: go ye not therefore after them.	ο δε ειπε βλεπετε μη πλανηθητε πολλοι γαρ ελευσονται επι τω ονοματι μου λεγοντες οτι εγω ειμι και οκαιρος ηγγικε. μη ουν πορευθητε οπισω αυτων.	o de eipe blepete me planethete polloi gar eleusontai epi to onomati mou legontes oti ego eimi kai okairos eggike. me oun poreuthete opiso auton.	Luk|21|8|

9. But when ye shall hear of wars and commotions, be not terrified: for these things must first come to pass; but the end is not by and by.	οταν δε ακουσητε πολεμους και ακαταστασιας μη πτοηθητε δει γαρ ταυτα γενεσθαι πρωτον αλλ ουκ ευθεως το τελος.	otan de akousete polemous kai akatastasias me ptoethete dei gar tauta genesthai proton all ouk eutheos to telos.	Luk|21|9|

10. Then said He unto them, Nation shall rise against nation, and kingdom against kingdom:	τοτε ελεγεν αυτοις εγερθησεται εθνος επι εθνος και βασιλεια επι βασιλειαν	tote elegen autois egerthesetai ethnos epi ethnos kai basileia epi basileian	Luk|21|10|

11. And great earthquakes shall be in divers places, and famines, and pestilences; and fearful sights and great signs shall there be from heaven.	σεισμοι τε μεγαλοι κατα τοπους και λιμοι και λοιμοι εσονται φοβητρα τε και σημεια απ ουρανου μεγαλα εσται.	seismoi te megaloi kata topous kai limoi kai loimoi esontai phobetra te kai semeia ap ouranou megala estai.	Luk|21|11|

12. But before all these, they shall lay their hands on you, and persecute you, delivering you up to the synagogues, and into prisons, being brought before kings and rulers for My [Name NM.A->38 NM.C->7 NM.D->23].	προ δε τουτων παντων επιβαλουσιν εφ υμας τας χειρας αυτων και διωξουσι παραδιδοντες εις τας συναγωγας και φυλακας αγομενους επι βασιλεις και ηγεμονας ενεκεν του ονοματος μου	pro de touton panton epibalousin eph umas tas cheiras auton kai dioxousi paradidontes eis tas sunagogas kai phulakas agomenous epi basileis kai egemonas eneken tou onomatos mou	Luk|21|12|

13. And it shall turn to you for a testimony.	αποβησεται δε υμιν εις μαρτυριον.	apobesetai de umin eis marturion.	Luk|21|13|

14. Settle it therefore in your hearts, not to meditate before what ye shall answer:	θεσθε ουν εις τας καρδιας υμων μη προμελεταν απολογηθηναι	thesthe oun eis tas kardias umon me promeletan apologethenai	Luk|21|14|

15. For I will give you a mouth and wisdom, which all your adversaries shall not be able to gainsay nor resist.	εγω γαρ δωσω υμιν στομα και σοφιαν η ου δυνησονται αντειπειν ουδε αντιστηναι παντες οι αντικειμενοι υμιν.	ego gar doso umin stoma kai sophian e ou dunesontai anteipein oude antistenai pantes oi antikeimenoi umin.	Luk|21|15|

16. And ye shall be betrayed both by parents, and brethren, and kinsfolks, and friends; and some of you shall they cause to be put to death.	παραδοθησεσθε δε και υπο γονεων και αδελφων και συγγενων και φιλων και θανατωσουσιν εξ υμων	paradothesesthe de kai upo goneon kai adelphon kai suggenon kai philon kai thanatosousin ex umon	Luk|21|16|

17. And ye shall be hated of all men for My [Name NM.A->39 NM.C->8 NM.D->24].	και εσεσθε μισουμενοι υπο παντων δια το ονομα μου	kai esesthe misoumenoi upo panton dia to onoma mou	Luk|21|17|

18. But there shall not an hair of your head perish.	και θριξ εκ της κεφαλης υμων ου μη αποληται	kai thrix ek tes kephales umon ou me apoletai	Luk|21|18|
